ProductNo,category,sub_category,product,brand,market_price,rating
,Beauty & Hygiene,Bath & Hand Wash,,Cinthol,,4.3
,"Foodgrains, Oil & Masala",Organic Staples,,bb Royal,,4
,Beauty & Hygiene,Fragrances & Deos,,Police,,
,Gourmet & World Food,"Sauces, Spreads & Dips",,Bhuira,,4.4
,Beauty & Hygiene,Fragrances & Deos,,Ulric De Varens,,1
,Snacks & Branded Foods,Snacks & Namkeen,,Too Yumm!,,4.1
,Cleaning & Household,Stationery,,Pilot,,3.5
,Cleaning & Household,"Mops, Brushes & Scrubs",,Liao,,
,"Kitchen, Garden & Pets",Storage & Accessories,,Princeware,,3.6
,Beauty & Hygiene,Skin Care,,The Face Shop,,
,Snacks & Branded Foods,Ready To Cook & Eat,,Organic Tattva,,3
,"Eggs, Meat & Fish","Sausages, Bacon & Salami",,Meatzza,,
,Beauty & Hygiene,Bath & Hand Wash,,Dettol,,4.5
,Beverages,Water,,Bisleri ,,4.6
,Snacks & Branded Foods,Ready To Cook & Eat,,Keya,,3.5
,Beauty & Hygiene,Men's Grooming,,Nike,,
,Beauty & Hygiene,Fragrances & Deos,,Crazy Moments,,4.5
,"Kitchen, Garden & Pets",Storage & Accessories,,DP,,5
,Gourmet & World Food,"Pasta, Soup & Noodles",,Anmara,,
,"Foodgrains, Oil & Masala",Masalas & Spices,,Tata Sampann,,4.3
,"Kitchen, Garden & Pets",Storage & Accessories,,Treo,,4.5
,Gourmet & World Food,Drinks & Beverages,,Chai Point,,
,"Kitchen, Garden & Pets",Storage & Accessories,,Nayasa,,3.5
,Gourmet & World Food,Cooking & Baking Needs,,Puramate,,3
,Beauty & Hygiene,Hair Care,,Khadi Natural,,3
,Beauty & Hygiene,Men's Grooming,,Vi-john,,
,Beauty & Hygiene,Skin Care,,Joy,,4.8
,"Foodgrains, Oil & Masala",Organic Staples,,24 Mantra,,3.6
,Snacks & Branded Foods,Frozen Veggies & Snacks,,ITC Master Chef,,3.8
,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",,Veeba,,4.3
,Beauty & Hygiene,Skin Care,,Faces,,
,"Kitchen, Garden & Pets",Kitchen Accessories,,Crystal,,3.3
,Gourmet & World Food,"Sauces, Spreads & Dips",,Pintola,,3.7
,"Foodgrains, Oil & Masala",Masalas & Spices,,Aashirvaad,,4.5
,"Foodgrains, Oil & Masala","Atta, Flours & Sooji",,bb Royal,,
,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",,FabBox,,
,"Kitchen, Garden & Pets",Storage & Accessories,,Command,,3.3
,Cleaning & Household,"Mops, Brushes & Scrubs",,Scotch brite,,3.5
,Snacks & Branded Foods,Ready To Cook & Eat,,MTR,,4.2
,"Kitchen, Garden & Pets",Storage & Accessories,,Nayasa,,3
,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",,GoodDiet,,
,"Kitchen, Garden & Pets",Kitchen Accessories,,Fackelmann,,3.3
,Snacks & Branded Foods,Biscuits & Cookies,,Sunfeast,,4.3
,Beauty & Hygiene,Men's Grooming,,Set Wet,,4.2
,"Kitchen, Garden & Pets",Crockery & Cutlery,,LaOpala,,3.4
,Beauty & Hygiene,Fragrances & Deos,,Nivea,,4.4
,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",,Chings,,4.1
,Beverages,Tea,,18 Herbs,,3.8
,Gourmet & World Food,Rice & Rice Products,,GoodDiet,,
,Beauty & Hygiene,Men's Grooming,,Uncle Tony,,
,Beauty & Hygiene,Health & Medicine,,Puma,,3
,"Kitchen, Garden & Pets",Appliances & Electricals,,Crompton,,
,Cleaning & Household,Pooja Needs,,Mangaldeep,,4.4
,Beauty & Hygiene,Fragrances & Deos,,Neesh,,3.5
,Fruits & Vegetables,Fresh Vegetables,,Fresho,,
,Beauty & Hygiene,Hair Care,,By Nature,,4.3
,Beauty & Hygiene,Bath & Hand Wash,,Globus,,3
,Beauty & Hygiene,Skin Care,,Organic Harvest,,4.5
,Gourmet & World Food,Drinks & Beverages,,PureFoods,,2.7
,"Foodgrains, Oil & Masala",Organic Staples,,Praakritik,,4
,Snacks & Branded Foods,Chocolates & Candies,,Nestle ,,4.2
,Beverages,Coffee,,Levista,,
,"Kitchen, Garden & Pets",Pet Food & Accessories,,Himalaya,,4
,Beauty & Hygiene,Skin Care,,Loreal Paris,,3.5
,Beauty & Hygiene,Bath & Hand Wash,,Dermi Cool,,4
,"Bakery, Cakes & Dairy",Dairy,,Raw Pressery,,3.7
,Beauty & Hygiene,Skin Care,,Aloe Veda,,2.5
,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",,True Elements,,
,"Eggs, Meat & Fish",Eggs,,Mpm,,
,Beauty & Hygiene,Fragrances & Deos,,Dkny,,
,Beauty & Hygiene,Skin Care,,Garnier,,4
,Gourmet & World Food,Tinned & Processed Food,,HappyChef,,
,Beauty & Hygiene,Makeup,,Loreal Paris,,3
,Beverages,Tea,,18 Herbs,,4.3
,Snacks & Branded Foods,Frozen Veggies & Snacks,,HappyChef,,
,"Kitchen, Garden & Pets",Storage & Accessories,,DP,,4
,Beauty & Hygiene,Health & Medicine,,Friends,,
,Beauty & Hygiene,Skin Care,,Dermal,,
,"Foodgrains, Oil & Masala","Salt, Sugar & Jaggery",,Tata Salt,,4.2
,Snacks & Branded Foods,Snacks & Namkeen,,Daadis ,,2
,"Foodgrains, Oil & Masala",Masalas & Spices,,Spice Liquid,,
,Beauty & Hygiene,Bath & Hand Wash,,Palmolive,,5
,"Foodgrains, Oil & Masala",Masalas & Spices,,AMADO,,
,"Foodgrains, Oil & Masala",Edible Oils & Ghee,,Gowardhan,,3.8
,Gourmet & World Food,Oils & Vinegar,,Health 1st,,4.8
,Beauty & Hygiene,Fragrances & Deos,,Armaf,,2
,Beauty & Hygiene,Fragrances & Deos,,Dkny,,
,Beauty & Hygiene,Skin Care,,Aroma Magic ,,
,Gourmet & World Food,Cooking & Baking Needs,,Cadbury,,
,Snacks & Branded Foods,Chocolates & Candies,,Amul,,4.1
,"Foodgrains, Oil & Masala",Masalas & Spices,,MTR,,
,"Kitchen, Garden & Pets",Crockery & Cutlery,,Rslee,,
,Beauty & Hygiene,Skin Care,,Jiva Ayurveda,,3.5
,Cleaning & Household,All Purpose Cleaners,,ZEISS,,5
,Beauty & Hygiene,Health & Medicine,,Meghdoot,,
,"Kitchen, Garden & Pets",Crockery & Cutlery,,Craftel,,4.4
,"Foodgrains, Oil & Masala","Salt, Sugar & Jaggery",,Eco Fresh,,3.8
,"Kitchen, Garden & Pets",Crockery & Cutlery,,Iveo ,,3.7
,"Kitchen, Garden & Pets",Storage & Accessories,,Laplast,,3.9
,"Foodgrains, Oil & Masala","Atta, Flours & Sooji",,Double Horse,,4.5
,Beauty & Hygiene,Bath & Hand Wash,,INATUR ,,
,"Foodgrains, Oil & Masala",Masalas & Spices,,Eastern,,4.3
,Gourmet & World Food,Oils & Vinegar,,Neo,,4.3
,"Kitchen, Garden & Pets",Crockery & Cutlery,,Cello,,4.1
,Snacks & Branded Foods,Pickles & Chutney,,Chings,,4.2
,Snacks & Branded Foods,Snacks & Namkeen,,Bhikhaaram Chandmal,,2.5
,Gourmet & World Food,"Pasta, Soup & Noodles",,Mamy,,4
,Beauty & Hygiene,Health & Medicine,,Bionova,,
,"Kitchen, Garden & Pets",Storage & Accessories,,Asian,,4.2
,Beauty & Hygiene,Men's Grooming,,Bombay Shaving Company,,
,"Foodgrains, Oil & Masala",Edible Oils & Ghee,,Himalayan Natives,,3.7
,Gourmet & World Food,"Sauces, Spreads & Dips",,Sprig,,4.1
,Beauty & Hygiene,Skin Care,,Mamaearth,,
,Gourmet & World Food,"Sauces, Spreads & Dips",,BHUIRA ,,5
,Beauty & Hygiene,Skin Care,,The Face Shop,,4.2
,"Foodgrains, Oil & Masala",Edible Oils & Ghee,,Leonardo,,4.1
,"Foodgrains, Oil & Masala",Organic Staples,,Praakritik,,4.3
,Cleaning & Household,All Purpose Cleaners,,BB Home Herbal,,4
,"Foodgrains, Oil & Masala",Masalas & Spices,,Orika,,3.7
,"Kitchen, Garden & Pets",Storage & Accessories,,Fendo,,3.2
,Beauty & Hygiene,Skin Care,,Aloe Veda,,5
,Baby Care,Diapers & Wipes,,Mamypoko,,4.2
,Beauty & Hygiene,Men's Grooming,,Fogg ,,4.3
,Beauty & Hygiene,Skin Care,,Lotus Herbals,,4.3
,"Foodgrains, Oil & Masala","Atta, Flours & Sooji",,Nirapara,,4.2
,Beverages,Tea,,VAHDAM,,
,"Foodgrains, Oil & Masala","Atta, Flours & Sooji",,Eastern,,3.4
,Beauty & Hygiene,Health & Medicine,,Brimune,,4
,"Foodgrains, Oil & Masala",Organic Staples,,Organic Tattva,,4.3
,Beauty & Hygiene,Skin Care,,Oxy,,4
,Snacks & Branded Foods,Snacks & Namkeen,,A-1 Chips,,4.1
,"Foodgrains, Oil & Masala",Masalas & Spices,,Keya,,4.1
,Snacks & Branded Foods,Pickles & Chutney,,Priya,,4.3
,Gourmet & World Food,"Sauces, Spreads & Dips",,Dana,,4.2
,Beauty & Hygiene,Hair Care,,Mom & World,,
,Gourmet & World Food,Cooking & Baking Needs,,Colourmist,,
,"Kitchen, Garden & Pets",Storage & Accessories,,DP,,
,"Kitchen, Garden & Pets",Storage & Accessories,,Saura,,
,Beverages,Energy & Soft Drinks,,Moti's,,4
,Snacks & Branded Foods,Ready To Cook & Eat,,Chings,,4.2
,Beauty & Hygiene,Skin Care,,Lotus Herbals,,4.4
,Beauty & Hygiene,Bath & Hand Wash,,Himalaya,,4.3
,Beauty & Hygiene,Health & Medicine,,FAST&UP,,4
,Snacks & Branded Foods,Biscuits & Cookies,,Britannia,,4.2
,Snacks & Branded Foods,Pickles & Chutney,,Vaada,,2.9
,Cleaning & Household,"Mops, Brushes & Scrubs",,Gala,,3.8
,Beauty & Hygiene,Health & Medicine,,Maharishi Ayurveda ,,
,Gourmet & World Food,Cooking & Baking Needs,,Nutriorg,,4
,Fruits & Vegetables,Fresh Vegetables,,Fresho,,
,Gourmet & World Food,Chocolates & Biscuits,,Ketofy,,3.6
,"Kitchen, Garden & Pets",Cookware & Non Stick,,Le Kaviraj,,3.7
,"Foodgrains, Oil & Masala",Dals & Pulses,,bb Popular,,4
,Beverages,Fruit Juices & Drinks,,Raw Pressery,,4.1
,"Foodgrains, Oil & Masala","Atta, Flours & Sooji",,bb Royal,,
,"Foodgrains, Oil & Masala",Dals & Pulses,,bb Combo,,
,"Kitchen, Garden & Pets",Pet Food & Accessories,,Dogsee Chew,,2
,Cleaning & Household,All Purpose Cleaners,,Clorox,,
,Gourmet & World Food,Chocolates & Biscuits,,Lindberg,,
,Beauty & Hygiene,Fragrances & Deos,,J Del Pozo,,
,"Bakery, Cakes & Dairy","Cookies, Rusk & Khari",,Fresho Signature,,
,Baby Care,Diapers & Wipes,,Pampers ,,4.2
,Beauty & Hygiene,Skin Care,,Vlcc,,4.5
,"Foodgrains, Oil & Masala",Masalas & Spices,,JK,,4.1
,Beauty & Hygiene,Hair Care,,Aloe Veda,,3
,Gourmet & World Food,Cereals & Breakfast,,Ontherun,,
,"Kitchen, Garden & Pets",Pet Food & Accessories,,Wahl,,
,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",,SnackAmor,,
,"Kitchen, Garden & Pets",Appliances & Electricals,,Panasonic,,4.1
,Beverages,Fruit Juices & Drinks,,Tang,,4.3
,Cleaning & Household,Stationery,,Paperkraft,,2.6
,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",,NUTRIWISH,,
,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",,Cornitos,,4.1
,"Foodgrains, Oil & Masala",Organic Staples,,bb Royal,,
,Cleaning & Household,Fresheners & Repellents,,Aer,,4.1
,Gourmet & World Food,"Pasta, Soup & Noodles",,Koka,,4.2
,"Bakery, Cakes & Dairy",Dairy,,Cadbury Oreo,,3.5
,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",,Kissan,,4.3
,Gourmet & World Food,Tinned & Processed Food,,Entree,,2.7
,Baby Care,Diapers & Wipes,,Pampers ,,3.6
,"Kitchen, Garden & Pets",Pet Food & Accessories,,Animology,,
,Baby Care,Diapers & Wipes,,Huggies,,
,Cleaning & Household,Fresheners & Repellents,,Odonil ,,4.1
,Beauty & Hygiene,Fragrances & Deos,,Police,,
,Beverages,Energy & Soft Drinks,,Sunfeast,,5
,Beauty & Hygiene,Hair Care,,Aloe Veda,,4
,"Foodgrains, Oil & Masala",Edible Oils & Ghee,,Isvaari,,
,Beauty & Hygiene,Skin Care,,Fuschia,,
,Snacks & Branded Foods,Biscuits & Cookies,,bb Popular,,
,Gourmet & World Food,Cooking & Baking Needs,,Puro,,4.6
,Gourmet & World Food,Drinks & Beverages,,Newby,,
,"Foodgrains, Oil & Masala",Dry Fruits,,FabBox,,4
,Beauty & Hygiene,Men's Grooming,,Man Arden,,2
,Beverages,Fruit Juices & Drinks,,Nestea,,4.1
,Gourmet & World Food,Drinks & Beverages,,Colombian Brew Coffee,,
,Gourmet & World Food,Cooking & Baking Needs,,Puramate,,
,Snacks & Branded Foods,Biscuits & Cookies,,Sunfeast,,
,Beauty & Hygiene,Skin Care,,Shankara,,
,"Kitchen, Garden & Pets",Storage & Accessories,,Mastercook,,
,Cleaning & Household,Detergents & Dishwash,,Pril,,4.4
,Cleaning & Household,Pooja Needs,,R.E Camphor,,3.3
,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",,PureFoods,,3.8
,"Bakery, Cakes & Dairy",Dairy,,Nandini,,3.8
,Beauty & Hygiene,Skin Care,,Neutrogena,,3
,Beauty & Hygiene,Hair Care,,Meera,,4.2
,Beauty & Hygiene,Hair Care,,Himalaya,,4.3
,"Foodgrains, Oil & Masala",Organic Staples,,Organic Tattva,,3.8
,Beauty & Hygiene,Hair Care,,Bigen,,5
,"Foodgrains, Oil & Masala",Masalas & Spices,,bb Royal,,4.1
,Gourmet & World Food,"Pasta, Soup & Noodles",,NutraHi,,3.2
,Beverages,Coffee,,iD,,3.9
,Fruits & Vegetables,Fresh Fruits,,Fresho,,
,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",,4700BC,,
,Beauty & Hygiene,Bath & Hand Wash,,Panache,,3.1
,Gourmet & World Food,Tinned & Processed Food,,Fragata,,4
,Beauty & Hygiene,Skin Care,,Lakme,,4.2
,"Foodgrains, Oil & Masala",Masalas & Spices,,Orika,,4.8
,Gourmet & World Food,"Pasta, Soup & Noodles",,Meishi,,4.2
,"Eggs, Meat & Fish",Eggs,,Mpm,,
,"Kitchen, Garden & Pets",Crockery & Cutlery,,Claycraft,,3.9
,"Bakery, Cakes & Dairy",Dairy,,Heritage,,
,"Kitchen, Garden & Pets",Pet Food & Accessories,,Glenand,,
,"Foodgrains, Oil & Masala",Organic Staples,,MeraKisan,,3.2
,"Eggs, Meat & Fish",Fish & Seafood,,Ifb,,
,"Kitchen, Garden & Pets",Steel Utensils,,Joyo Steel,,3.8
,Beverages,Fruit Juices & Drinks,,Smoodies,,3.9
,"Foodgrains, Oil & Masala",Dals & Pulses,,bb Royal,,4
,Beauty & Hygiene,Health & Medicine,,Jiva Ayurveda,,
,Beauty & Hygiene,Skin Care,,Olivia,,2
,"Kitchen, Garden & Pets",Bakeware,,HAZEL,,3
,Beauty & Hygiene,Skin Care,,Globus Naturals,,
,"Foodgrains, Oil & Masala",Masalas & Spices,,Arya Organic,,
,Beauty & Hygiene,Hair Care,,Bblunt,,4.5
,Beauty & Hygiene,Health & Medicine,,FAST&UP,,4
,Cleaning & Household,Bins & Bathroom Ware,,Ratan,,3.4
,"Bakery, Cakes & Dairy",Cakes & Pastries,,Elite,,3.8
,Beauty & Hygiene,Skin Care,,Lotus Organics+,,4
,Beauty & Hygiene,Skin Care,,Lotus Herbals,,4.6
,Gourmet & World Food,Cereals & Breakfast,,Yoga bar,,4.1
,"Foodgrains, Oil & Masala","Salt, Sugar & Jaggery",,Tata Salt,,4.3
,"Foodgrains, Oil & Masala",Masalas & Spices,,Safe Harvest,,4
,"Kitchen, Garden & Pets",Kitchen Accessories,,Casasunco,,
,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",,FabBox,,
,Gourmet & World Food,Chocolates & Biscuits,,Lindberg,,
,Gourmet & World Food,"Sauces, Spreads & Dips",,Under The Mango Tree,,3.7
,Beverages,"Health Drink, Supplement",,Desi Utthana,,5
,Beauty & Hygiene,Men's Grooming,,Uncle Tony,,
,Baby Care,Baby Bath & Hygiene,,Johnson's baby,,4.3
,"Foodgrains, Oil & Masala","Atta, Flours & Sooji",,bb Royal,,
,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",,Appitas,,3.5
,Beauty & Hygiene,Skin Care,,Aloe Veda,,4.2
,Beauty & Hygiene,Skin Care,,Dermal,,
,Snacks & Branded Foods,Ready To Cook & Eat,,Wild Ideas,,3
,Beauty & Hygiene,Health & Medicine,,Sri Sri Tattva,,
,Beauty & Hygiene,Skin Care,,Nivea,,3.8
,Fruits & Vegetables,Fresh Vegetables,,Fresho,,
,Beauty & Hygiene,Fragrances & Deos,,Antonio Banderas,,4
,Beauty & Hygiene,Fragrances & Deos,,Secret Temptation,,
,"Kitchen, Garden & Pets",Storage & Accessories,,Daily Dump,,3.9
,Beauty & Hygiene,Bath & Hand Wash,,Savlon,,4.4
,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",,By Nature,,
,Cleaning & Household,"Disposables, Garbage Bag",,Home Mate,,4.1
,Cleaning & Household,Detergents & Dishwash,,bb Combo,,
,Beauty & Hygiene,Fragrances & Deos,,Dorall Collection,,
,"Kitchen, Garden & Pets",Cookware & Non Stick,,Tefal,,4.5
,Beauty & Hygiene,Fragrances & Deos,,Park avenue,,4.1
,Beauty & Hygiene,Skin Care,,INATUR ,,5
,Fruits & Vegetables,Exotic Fruits & Veggies,,Fresho,,
,Gourmet & World Food,"Pasta, Soup & Noodles",,Blue Elephant,,4.1
,Snacks & Branded Foods,Ready To Cook & Eat,,Aaha Oho,,3.4
,Beauty & Hygiene,Skin Care,,Aroma Treasures,,4
,"Kitchen, Garden & Pets",Crockery & Cutlery,,LaOpala,,3.8
,Cleaning & Household,Bins & Bathroom Ware,,Aristo,,2.4
,Beauty & Hygiene,Men's Grooming,,Park avenue,,4.5
,"Foodgrains, Oil & Masala","Salt, Sugar & Jaggery",,Farmers Family,,2.9
,Gourmet & World Food,Tinned & Processed Food,,Del Monte,,4.3
,"Foodgrains, Oil & Masala",Organic Staples,,Organic Tattva,,4.4
,"Kitchen, Garden & Pets",Pet Food & Accessories,,bb Combo,,
,Gourmet & World Food,Drinks & Beverages,,Nectar Valley,,
,Cleaning & Household,Detergents & Dishwash,,Frosch,,4.1
,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",,HappyChef,,
,Beauty & Hygiene,Bath & Hand Wash,,Savlon,,4.4
,"Kitchen, Garden & Pets",Kitchen Accessories,,Cartini by Godrej,,3.8
,Snacks & Branded Foods,Biscuits & Cookies,,Cadbury,,4.2
,Beauty & Hygiene,Bath & Hand Wash,,Fa,,4.1
,Gourmet & World Food,Chocolates & Biscuits,,Smoor,,
,Cleaning & Household,All Purpose Cleaners,,Harpic,,4.4
,Snacks & Branded Foods,Snacks & Namkeen,,Bingo,,4.1
,Snacks & Branded Foods,Pickles & Chutney,,Mother's Recipe,,4.3
,Gourmet & World Food,"Pasta, Soup & Noodles",,PastificioG Di Martino,,
,Beverages,Fruit Juices & Drinks,,Real,,
,Beverages,Tea,,Octavius,,3
,"Kitchen, Garden & Pets",Steel Utensils,,Joyo Steel,,3.7
,"Foodgrains, Oil & Masala",Organic Staples,,bb Royal,,4.1
,"Bakery, Cakes & Dairy",Dairy,,Amul,,3.3
,Gourmet & World Food,Cereals & Breakfast,,True Elements,,
,"Bakery, Cakes & Dairy",Non Dairy,,BHealthy,,2.2
,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",,Weikfield,,4.3
,"Foodgrains, Oil & Masala",Masalas & Spices,,Tata Sampann,,4.3
,Snacks & Branded Foods,Breakfast Cereals,,Pringles,,4.3
,Gourmet & World Food,"Sauces, Spreads & Dips",,Sprig,,3.2
,Beauty & Hygiene,Skin Care,,INATUR ,,3
,"Kitchen, Garden & Pets",Storage & Accessories,,DP,,4
,"Kitchen, Garden & Pets",Cookware & Non Stick,,Vinayak,,4
,Fruits & Vegetables,Fresh Vegetables,,Fresho,,
,Cleaning & Household,All Purpose Cleaners,,BB Home,,4
,Fruits & Vegetables,Exotic Fruits & Veggies,,Fresho,,
,Beauty & Hygiene,Bath & Hand Wash,,Margo,,4.3
,"Kitchen, Garden & Pets",Steel Utensils,,BB Home,,4.1
,"Foodgrains, Oil & Masala",Organic Staples,,bb Royal,,
,Cleaning & Household,Stationery,,Natraj,,3.6
,"Foodgrains, Oil & Masala",Masalas & Spices,,ella Spices,,5
,Beauty & Hygiene,Men's Grooming,,Bombay Shaving Company,,5
,Beauty & Hygiene,Hair Care,,Panache,,3.7
,Baby Care,Feeding & Nursing,,Luvlap,,1
,"Eggs, Meat & Fish","Sausages, Bacon & Salami",,Tannys,,
,Beauty & Hygiene,Hair Care,,Akshara Herbals,,4.3
,Beauty & Hygiene,Bath & Hand Wash,,BB Home,,
,Snacks & Branded Foods,Pickles & Chutney,,MTR,,4.1
,Beauty & Hygiene,Feminine Hygiene,,Sirona,,5
,Beauty & Hygiene,Skin Care,,Himalaya,,2.7
,Snacks & Branded Foods,Chocolates & Candies,,ALPENLIEBE,,4.3
,"Kitchen, Garden & Pets",Crockery & Cutlery,,Anjali,,3.5
,Beauty & Hygiene,Skin Care,,Himalaya,,4.3
,"Bakery, Cakes & Dairy","Cookies, Rusk & Khari",,Millet Cookies,,4.3
,"Kitchen, Garden & Pets",Appliances & Electricals,,Nippo,,3.9
,"Kitchen, Garden & Pets",Steel Utensils,,Tallboy,,2.4
,Beauty & Hygiene,Hair Care,,Revlon,,
,Beauty & Hygiene,Skin Care,,Aroma Treasures,,
,"Foodgrains, Oil & Masala",Edible Oils & Ghee,,Orysa,,4.1
,Fruits & Vegetables,Exotic Fruits & Veggies,,Supa Corn,,
,Beauty & Hygiene,Hair Care,,RawNature,,
,Beauty & Hygiene,Fragrances & Deos,,Shakira,,
,Gourmet & World Food,Drinks & Beverages,,Chaayos,,
,Beauty & Hygiene,Skin Care,,Fizzy Fern,,4.6
,"Foodgrains, Oil & Masala","Atta, Flours & Sooji",,bb Royal,,
,Gourmet & World Food,Cereals & Breakfast,,Monsoon Harvest,,
,Beauty & Hygiene,Skin Care,,Akshara Herbals,,3
,Beauty & Hygiene,Health & Medicine,,Meghdoot,,
,Beauty & Hygiene,Bath & Hand Wash,,Dettol,,
,Beauty & Hygiene,Men's Grooming,,Cinthol,,5
,Beverages,Tea,,Jiva Ayurveda,,
,"Kitchen, Garden & Pets",Crockery & Cutlery,,Ocean,,
,"Kitchen, Garden & Pets",Kitchen Accessories,,H&B,,
,"Kitchen, Garden & Pets",Appliances & Electricals,,Philips,,4.3
,Cleaning & Household,All Purpose Cleaners,,Harpic,,4.3
,Beauty & Hygiene,Hair Care,,Loreal Paris,,4.4
,Gourmet & World Food,Cooking & Baking Needs,,Swabhiman33,,
,Gourmet & World Food,Oils & Vinegar,,Black & Green,,5
,Gourmet & World Food,"Sauces, Spreads & Dips",,Happilo,,4.2
,Baby Care,Baby Bath & Hygiene,,Mee Mee,,4.3
,Snacks & Branded Foods,Snacks & Namkeen,,A-1 Chips,,4.1
,"Foodgrains, Oil & Masala",Masalas & Spices,,Ajinomoto,,4.2
,Beverages,Tea,,Typhoo,,4.4
,Snacks & Branded Foods,Ready To Cook & Eat,,Gits,,4.3
,"Kitchen, Garden & Pets",Steel Utensils,,BB Home,,
,Beverages,Energy & Soft Drinks,,Karma Kettle,,
,Beauty & Hygiene,Bath & Hand Wash,,BB Home,,
,"Foodgrains, Oil & Masala","Salt, Sugar & Jaggery",,Praakritik,,4
,Beauty & Hygiene,Oral Care,,Colgate,,4.3
,"Foodgrains, Oil & Masala",Organic Staples,,bb Royal,,
,Beauty & Hygiene,Health & Medicine,,Kamasutra,,3.8
,"Kitchen, Garden & Pets",Storage & Accessories,,Asian,,3.8
,"Bakery, Cakes & Dairy","Cookies, Rusk & Khari",,The Baker's Dozen,,3.3
,Snacks & Branded Foods,Breakfast Cereals,,RiteBite Max Protein,,5
,Cleaning & Household,All Purpose Cleaners,,Germisol,,5
,Beauty & Hygiene,Skin Care,,Aroma Treasures,,3.3
,Snacks & Branded Foods,Snacks & Namkeen,,Sowbhagya foods,,4.3
,Beauty & Hygiene,Hair Care,,Vitro Naturals ,,
,"Kitchen, Garden & Pets",Steel Utensils,,BB Home,,
,"Kitchen, Garden & Pets",Storage & Accessories,,BB Home,,
,Beauty & Hygiene,Fragrances & Deos,,Royal Mirage,,
,Snacks & Branded Foods,Ready To Cook & Eat,,Pillsbury,,4
,Baby Care,Diapers & Wipes,,bigbasket,,4.3
,"Foodgrains, Oil & Masala",Dry Fruits,,bb Royal,,
,"Kitchen, Garden & Pets",Gardening,,Natures Plus,,4.1
,Snacks & Branded Foods,Pickles & Chutney,,Max Health ,,4
,Gourmet & World Food,Cooking & Baking Needs,,Puramate,,
,"Foodgrains, Oil & Masala",Masalas & Spices,,Eastern,,3.5
,Beauty & Hygiene,Bath & Hand Wash,,Khadi Natural,,4.7
,Beauty & Hygiene,Skin Care,,ORGANIC INDIA,,4
,Cleaning & Household,All Purpose Cleaners,,Mr Muscle,,5
,Beauty & Hygiene,Hair Care,,Dove,,4.3
,"Foodgrains, Oil & Masala",Organic Staples,,bb Royal,,
,Beauty & Hygiene,Feminine Hygiene,,Meneza,,
,Beauty & Hygiene,Skin Care,,Everyuth Naturals,,4.5
,"Kitchen, Garden & Pets",Crockery & Cutlery,,BB Home,,4.2
,Beauty & Hygiene,Oral Care,,Formula,,4.1
,Beauty & Hygiene,Skin Care,,StBotanica,,
,"Kitchen, Garden & Pets",Cookware & Non Stick,,Trm,,3.2
,Beauty & Hygiene,Hair Care,,Khadi Natural,,3.9
,Gourmet & World Food,Chocolates & Biscuits,,Tiffany,,4.3
,Snacks & Branded Foods,Ready To Cook & Eat,,Chings,,4.1
,Beauty & Hygiene,Skin Care,,Satinance,,2
,Snacks & Branded Foods,Snacks & Namkeen,,Too Yumm!,,4.2
,Gourmet & World Food,Chocolates & Biscuits,,Vochelle,,3.9
,Beverages,Fruit Juices & Drinks,,Kissan,,
,"Foodgrains, Oil & Masala",Edible Oils & Ghee,,Fortune ,,4.1
,Gourmet & World Food,"Sauces, Spreads & Dips",,Sprig,,4.3
,"Foodgrains, Oil & Masala",Organic Staples,,Praakritik,,3.8
,"Foodgrains, Oil & Masala",Masalas & Spices,,Nirapara,,4.1
,Cleaning & Household,"Disposables, Garbage Bag",,BB Home,,
,Cleaning & Household,Bins & Bathroom Ware,,Sunty,,
,Cleaning & Household,All Purpose Cleaners,,Clorox,,4.4
,Beauty & Hygiene,Fragrances & Deos,,Dkny,,
,Beauty & Hygiene,Health & Medicine,,Dettol,,
,"Kitchen, Garden & Pets",Pet Food & Accessories,,Chappi,,5
,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",,Flat Tummies,,
,Gourmet & World Food,Drinks & Beverages,,Nutriorg,,4.5
,"Foodgrains, Oil & Masala",Dry Fruits,,Marudhar,,4.5
,Beverages,Energy & Soft Drinks,,Gatorade,,4.3
,Beauty & Hygiene,Hair Care,,Hair & Care,,4
,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",,Opera,,3.3
,Beauty & Hygiene,Fragrances & Deos,,Ajmal,,4.7
,Beauty & Hygiene,Skin Care,,Oriental Botanics,,
,"Kitchen, Garden & Pets",Pet Food & Accessories,,SHEBA,,5
